
BOOK: romanos
- NBLA token 01 unused: Ahora
- NBLA token 02 unused: bien,
- NBLA token 03 unused: al
- NBLA token 04 unused: que
- NBLA token 05 unused: trabaja,

--- romanos/romanos-4-6 ---
FAIL

- NBLA token 17 unused: justicia
- NBLA token 18 unused: aparte
- NBLA token 19 unused: de
- NBLA token 20 unused: las
- NBLA token 21 unused: obras:

--- romanos/romanos-4-7 ---
FAIL

- NBLA token 12 unused: SIDO
- NBLA token 13 unused: CUBIERTOS.

--- romanos/romanos-4-8 ---
FAIL

- NBLA token 10 unused: EN
- NBLA token 11 unused: CUENTA».

--- romanos/romanos-5-1 ---
FAIL

- NBLA token 13 unused: Dios
- NBLA token 14 unused: por
- NBLA token 15 unused: medio

--- romanos/romanos-5-10 ---
FAIL

- NBLA token 11 unused: la
- NBLA token 12 unused: muerte

--- romanos/romanos-5-11 ---
FAIL

- NBLA token 01 unused: Y
- NBLA token 10 unused: en
- NBLA token 11 unused: Dios

--- romanos/romanos-5-13 ---
FAIL

- NBLA token 13 unused: pecado
- NBLA token 16 unused: toma
- NBLA token 17 unused: en
- NBLA token 18 unused: cuenta
- NBLA token 19 unused: cuando

--- romanos/romanos-5-14 ---
FAIL

- NBLA token 21 unused: a
- NBLA token 22 unused: la
- NBLA token 23 unused: de
- NBLA token 24 unused: Adán,

--- romanos/romanos-5-15 ---
FAIL

- NBLA token 03 unused: sucede
- NBLA token 04 unused: con
- NBLA token 05 unused: la
- NBLA token 06 unused: dádiva
- NBLA token 18 unused: murieron
- NBLA token 19 unused: los
- NBLA token 20 unused: muchos,
- NBLA token 21 unused: mucho
- NBLA token 22 unused: más,
- NBLA token 23 unused: la
- NBLA token 24 unused: gracia

--- romanos/romanos-5-16 ---
FAIL

- NBLA token 04 unused: el
- NBLA token 05 unused: don
- NBLA token 12 unused: medio
- NBLA token 13 unused: de
- NBLA token 14 unused: aquel
- NBLA token 15 unused: que
- NBLA token 16 unused: pecó;
- NBLA token 17 unused: porque
- NBLA token 18 unused: ciertamente
- NBLA token 36 unused: de
- NBLA token 37 unused: muchas
- NBLA token 38 unused: transgresiones
- NBLA token 39 unused: resultando
- NBLA token 40 unused: en
- NBLA token 41 unused: justificación.

--- romanos/romanos-5-17 ---
FAIL

- NBLA token 04 unused: la
- NBLA token 05 unused: transgresión
- NBLA token 15 unused: más
- NBLA token 16 unused: reinarán
- NBLA token 17 unused: en
- NBLA token 18 unused: vida
- NBLA token 19 unused: por
- NBLA token 20 unused: medio
- NBLA token 26 unused: que
- NBLA token 27 unused: reciben

--- romanos/romanos-5-18 ---
FAIL

- NBLA token 03 unused: tal
- NBLA token 14 unused: hombres,
- NBLA token 28 unused: todos
- NBLA token 29 unused: los
- NBLA token 30 unused: hombres.

--- romanos/romanos-5-2 ---
FAIL

- NBLA token 05 unused: también
- NBLA token 06 unused: hemos
- NBLA token 07 unused: obtenido
- NBLA token 08 unused: entrada
- NBLA token 09 unused: por
- NBLA token 17 unused: cual
- NBLA token 18 unused: estamos
- NBLA token 19 unused: firmes,
- NBLA token 20 unused: y
- NBLA token 21 unused: nos
- NBLA token 22 unused: gloriamos
- NBLA token 23 unused: en

--- romanos/romanos-5-20 ---
FAIL

- NBLA token 10 unused: pero
- NBLA token 11 unused: donde

--- romanos/romanos-5-21 ---
FAIL

- NBLA token 07 unused: reinó
- NBLA token 08 unused: en
- NBLA token 11 unused: así
- NBLA token 12 unused: también
- NBLA token 13 unused: la
- NBLA token 14 unused: gracia
- NBLA token 15 unused: reine

--- romanos/romanos-5-3 ---
FAIL

- NBLA token 01 unused: Y

--- romanos/romanos-5-4 ---
FAIL

- NBLA token 01 unused: y

--- romanos/romanos-5-5 ---
FAIL

- NBLA token 01 unused: Y

--- romanos/romanos-5-7 ---
FAIL

- NBLA token 05 unused: que
- NBLA token 06 unused: muera
- NBLA token 07 unused: por
- NBLA token 20 unused: bueno.

--- romanos/romanos-5-9 ---
FAIL

- NBLA token 18 unused: por
- NBLA token 19 unused: medio
- NBLA token 20 unused: de
- NBLA token 21 unused: Él.

--- romanos/romanos-6-10 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 02 unused: en
- NBLA token 03 unused: cuanto
- NBLA token 04 unused: a
- NBLA token 20 unused: vive,
- NBLA token 21 unused: vive
- NBLA token 22 unused: para
- NBLA token 23 unused: Dios.

--- romanos/romanos-6-12 ---
FAIL

- NBLA token 18 unused: lujurias;

--- romanos/romanos-6-13 ---
FAIL

- NBLA token 22 unused: de
- NBLA token 23 unused: entre
- NBLA token 25 unused: muertos,
- NBLA token 26 unused: y
- NBLA token 27 unused: sus
- NBLA token 33 unused: de
- NBLA token 34 unused: justicia.

--- romanos/romanos-6-14 ---
FAIL

- NBLA token 03 unused: pecado
- NBLA token 06 unused: dominio
- NBLA token 07 unused: sobre
- NBLA token 08 unused: ustedes,
- NBLA token 09 unused: pues
- NBLA token 18 unused: gracia.

--- romanos/romanos-6-15 ---
FAIL

- NBLA token 15 unused: ningún
- NBLA token 16 unused: modo!

--- romanos/romanos-6-16 ---
FAIL

- NBLA token 03 unused: ustedes
- NBLA token 19 unused: quien
- NBLA token 20 unused: obedecen,
- NBLA token 21 unused: ya
- NBLA token 22 unused: sea
- NBLA token 23 unused: del
- NBLA token 24 unused: pecado
- NBLA token 25 unused: para
- NBLA token 26 unused: muerte,
- NBLA token 31 unused: para
- NBLA token 32 unused: justicia?

--- romanos/romanos-6-17 ---
FAIL

- NBLA token 21 unused: doctrina
- NBLA token 22 unused: a
- NBLA token 23 unused: la
- NBLA token 24 unused: que
- NBLA token 25 unused: fueron
- NBLA token 26 unused: entregados,

--- romanos/romanos-6-18 ---
FAIL

- NBLA token 11 unused: siervos
- NBLA token 12 unused: de
- NBLA token 13 unused: la
- NBLA token 14 unused: justicia.

--- romanos/romanos-6-19 ---
FAIL

- NBLA token 03 unused: términos
- NBLA token 04 unused: humanos,
- NBLA token 17 unused: que
- NBLA token 18 unused: ustedes
- NBLA token 19 unused: presentaron
- NBLA token 20 unused: sus
- NBLA token 23 unused: esclavos
- NBLA token 33 unused: así
- NBLA token 34 unused: ahora
- NBLA token 35 unused: presenten
- NBLA token 36 unused: sus
- NBLA token 37 unused: miembros
- NBLA token 38 unused: como
- NBLA token 39 unused: esclavos
- NBLA token 40 unused: a

--- romanos/romanos-6-20 ---
FAIL

- NBLA token 09 unused: libres
- NBLA token 10 unused: en
- NBLA token 11 unused: cuanto

--- romanos/romanos-6-21 ---
FAIL

- NBLA token 10 unused: cuales
- NBLA token 11 unused: ahora
- NBLA token 12 unused: se
- NBLA token 13 unused: avergüenzan?
- NBLA token 14 unused: Porque
- NBLA token 20 unused: es
- NBLA token 21 unused: muerte.

--- romanos/romanos-6-22 ---
FAIL

- NBLA token 23 unused: vida
- NBLA token 24 unused: eterna.

--- romanos/romanos-6-3 ---
FAIL

- NBLA token 03 unused: saben
- NBLA token 04 unused: ustedes
- NBLA token 16 unused: sido
- NBLA token 17 unused: bautizados
- NBLA token 18 unused: en
- NBLA token 19 unused: Su
- NBLA token 20 unused: muerte?

--- romanos/romanos-6-4 ---
FAIL

- NBLA token 12 unused: para
- NBLA token 13 unused: muerte,
- NBLA token 28 unused: del
- NBLA token 29 unused: Padre,
- NBLA token 30 unused: así
- NBLA token 31 unused: también
- NBLA token 32 unused: nosotros
- NBLA token 33 unused: andemos
- NBLA token 34 unused: en
- NBLA token 35 unused: novedad

--- romanos/romanos-6-5 ---
FAIL

- NBLA token 07 unused: Cristo
- NBLA token 08 unused: en
- NBLA token 09 unused: la
- NBLA token 10 unused: semejanza
- NBLA token 21 unused: de
- NBLA token 22 unused: Su
- NBLA token 23 unused: resurrección.

--- romanos/romanos-6-6 ---
FAIL

- NBLA token 06 unused: hombre
- NBLA token 07 unused: fue
- NBLA token 08 unused: crucificado
- NBLA token 09 unused: con
- NBLA token 10 unused: Cristo,
- NBLA token 11 unused: para
- NBLA token 12 unused: que
- NBLA token 16 unused: pecado
- NBLA token 17 unused: fuera
- NBLA token 18 unused: destruido,

--- romanos/romanos-6-7 ---
FAIL

- NBLA token 08 unused: libertado
- NBLA token 09 unused: del
- NBLA token 10 unused: pecado.

--- romanos/romanos-6-9 ---
FAIL

- NBLA token 13 unused: morir;
- NBLA token 14 unused: la
- NBLA token 15 unused: muerte
- NBLA token 16 unused: ya
- NBLA token 17 unused: no
- NBLA token 18 unused: tiene
- NBLA token 19 unused: dominio
- NBLA token 20 unused: sobre
- NBLA token 21 unused: Él.

--- romanos/romanos-7-1 ---
FAIL

- NBLA token 18 unused: una
- NBLA token 19 unused: persona
- NBLA token 20 unused: mientras
- NBLA token 21 unused: vive?

--- romanos/romanos-7-13 ---
FAIL

- NBLA token 22 unused: a
- NBLA token 23 unused: fin
- NBLA token 44 unused: del
- NBLA token 45 unused: mandamiento
- NBLA token 46 unused: el
- NBLA token 47 unused: pecado
- NBLA token 48 unused: llegue
- NBLA token 49 unused: a
- NBLA token 50 unused: ser
- NBLA token 51 unused: en
- NBLA token 52 unused: extremo
- NBLA token 53 unused: pecaminoso.

--- romanos/romanos-7-14 ---
FAIL

- NBLA token 08 unused: pero

--- romanos/romanos-7-15 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 02 unused: lo
- NBLA token 06 unused: lo
- NBLA token 07 unused: entiendo.
- NBLA token 08 unused: Porque
- NBLA token 13 unused: quiero
- NBLA token 14 unused: hacer,
- NBLA token 15 unused: sino

--- romanos/romanos-7-16 ---
FAIL

- NBLA token 13 unused: con
- NBLA token 14 unused: la
- NBLA token 15 unused: ley,
- NBLA token 16 unused: reconociendo
- NBLA token 19 unused: buena.

--- romanos/romanos-7-17 ---
FAIL

- NBLA token 05 unused: soy

--- romanos/romanos-7-18 ---
FAIL

- NBLA token 03 unused: sé
- NBLA token 05 unused: en
- NBLA token 06 unused: mí,
- NBLA token 07 unused: es
- NBLA token 08 unused: decir,
- NBLA token 09 unused: en
- NBLA token 10 unused: mi
- NBLA token 11 unused: carne,

--- romanos/romanos-7-19 ---
FAIL

- NBLA token 01 unused: Pues
- NBLA token 04 unused: el
- NBLA token 05 unused: bien

--- romanos/romanos-7-2 ---
FAIL

- NBLA token 01 unused: Pues
- NBLA token 13 unused: mientras
- NBLA token 14 unused: él
- NBLA token 15 unused: vive;
- NBLA token 27 unused: cuanto
- NBLA token 28 unused: al
- NBLA token 29 unused: marido.

--- romanos/romanos-7-20 ---
FAIL

- NBLA token 10 unused: ya
- NBLA token 11 unused: no
- NBLA token 12 unused: soy

--- romanos/romanos-7-21 ---
FAIL

- NBLA token 05 unused: hacer
- NBLA token 10 unused: ley
- NBLA token 11 unused: de
- NBLA token 12 unused: que

--- romanos/romanos-7-22 ---
FAIL

- NBLA token 05 unused: interior
- NBLA token 06 unused: me
- NBLA token 07 unused: deleito
- NBLA token 08 unused: con
- NBLA token 09 unused: la
- NBLA token 10 unused: ley

--- romanos/romanos-7-23 ---
FAIL

- NBLA token 15 unused: la
- NBLA token 16 unused: ley

--- romanos/romanos-7-24 ---
FAIL

- NBLA token 08 unused: este
- NBLA token 09 unused: cuerpo

--- romanos/romanos-7-25 ---
FAIL

- NBLA token 18 unused: sirvo
- NBLA token 19 unused: a
- NBLA token 20 unused: la
- NBLA token 21 unused: ley
- NBLA token 22 unused: de
- NBLA token 23 unused: Dios,
- NBLA token 24 unused: pero
- NBLA token 25 unused: por

--- romanos/romanos-7-3 ---
FAIL

- NBLA token 08 unused: llamada
- NBLA token 09 unused: adúltera
- NBLA token 14 unused: a
- NBLA token 15 unused: otro
- NBLA token 16 unused: hombre;
- NBLA token 26 unused: ley,
- NBLA token 38 unused: hombre.

--- romanos/romanos-7-4 ---
FAIL

- NBLA token 02 unused: tanto,
- NBLA token 14 unused: ley
- NBLA token 15 unused: por
- NBLA token 16 unused: medio
- NBLA token 17 unused: del
- NBLA token 18 unused: cuerpo
- NBLA token 26 unused: otro,
- NBLA token 27 unused: a
- NBLA token 28 unused: Aquel
- NBLA token 29 unused: que
- NBLA token 30 unused: resucitó
- NBLA token 31 unused: de
- NBLA token 32 unused: entre

--- romanos/romanos-7-5 ---
FAIL

- NBLA token 10 unused: despertadas
- NBLA token 11 unused: por
- NBLA token 12 unused: la
- NBLA token 13 unused: ley,
- NBLA token 14 unused: actuaban
- NBLA token 15 unused: en

--- romanos/romanos-7-6 ---
FAIL

- NBLA token 24 unused: Espíritu
- NBLA token 25 unused: y
- NBLA token 29 unused: arcaísmo
- NBLA token 30 unused: de
- NBLA token 31 unused: la
- NBLA token 32 unused: letra.

--- romanos/romanos-7-7 ---
FAIL

- NBLA token 07 unused: ley?
- NBLA token 08 unused: ¡De
- NBLA token 09 unused: ningún
- NBLA token 10 unused: modo!
- NBLA token 11 unused: Al
- NBLA token 12 unused: contrario,
- NBLA token 13 unused: yo
- NBLA token 20 unused: pecado
- NBLA token 21 unused: si
- NBLA token 25 unused: por
- NBLA token 26 unused: medio
- NBLA token 27 unused: de
- NBLA token 28 unused: la
- NBLA token 29 unused: ley.
- NBLA token 30 unused: Porque
- NBLA token 31 unused: yo
- NBLA token 41 unused: la
- NBLA token 42 unused: ley

--- romanos/romanos-7-9 ---
FAIL

- NBLA token 01 unused: En
- NBLA token 02 unused: un
- NBLA token 03 unused: tiempo
- NBLA token 19 unused: morí;

--- romanos/romanos-8-1 ---
FAIL

- NBLA token 05 unused: hay
- NBLA token 06 unused: condenación
- NBLA token 07 unused: para
- NBLA token 14 unused: los
- NBLA token 15 unused: que
- NBLA token 16 unused: no
- NBLA token 17 unused: andan
- NBLA token 18 unused: conforme
- NBLA token 19 unused: a
- NBLA token 20 unused: la
- NBLA token 21 unused: carne
- NBLA token 22 unused: sino
- NBLA token 23 unused: conforme
- NBLA token 24 unused: al
- NBLA token 25 unused: Espíritu.

--- romanos/romanos-8-10 ---
FAIL

- NBLA token 17 unused: embargo,

--- romanos/romanos-8-11 ---
FAIL

- NBLA token 06 unused: Aquel
- NBLA token 07 unused: que
- NBLA token 08 unused: resucitó
- NBLA token 09 unused: a
- NBLA token 10 unused: Jesús

--- romanos/romanos-8-12 ---
FAIL

- NBLA token 14 unused: la
- NBLA token 15 unused: carne.

--- romanos/romanos-8-13 ---
FAIL

- NBLA token 14 unused: por
- NBLA token 15 unused: el
- NBLA token 16 unused: Espíritu
- NBLA token 17 unused: hacen
- NBLA token 18 unused: morir
- NBLA token 19 unused: las
- NBLA token 20 unused: obras

--- romanos/romanos-8-14 ---
FAIL

- NBLA token 11 unused: Dios,
- NBLA token 12 unused: los
- NBLA token 13 unused: tales
- NBLA token 14 unused: son
- NBLA token 15 unused: hijos
- NBLA token 16 unused: de
- NBLA token 17 unused: Dios.

--- romanos/romanos-8-15 ---
FAIL

- NBLA token 01 unused: Pues
- NBLA token 02 unused: ustedes
- NBLA token 06 unused: un
- NBLA token 12 unused: otra
- NBLA token 13 unused: vez
- NBLA token 14 unused: al
- NBLA token 15 unused: temor,
- NBLA token 19 unused: recibido
- NBLA token 20 unused: un
- NBLA token 31 unused: Padre!».

--- romanos/romanos-8-16 ---
FAIL

- NBLA token 03 unused: mismo
- NBLA token 04 unused: da
- NBLA token 05 unused: testimonio
- NBLA token 06 unused: a
- NBLA token 07 unused: nuestro

--- romanos/romanos-8-17 ---
FAIL

- NBLA token 17 unused: verdad
- NBLA token 18 unused: padecemos
- NBLA token 19 unused: con
- NBLA token 20 unused: Él
- NBLA token 28 unused: con
- NBLA token 29 unused: Él.

--- romanos/romanos-8-18 ---
FAIL

- NBLA token 04 unused: los
- NBLA token 05 unused: sufrimientos
- NBLA token 06 unused: de
- NBLA token 07 unused: este
- NBLA token 08 unused: tiempo
- NBLA token 09 unused: presente
- NBLA token 14 unused: ser
- NBLA token 15 unused: comparados
- NBLA token 16 unused: con
- NBLA token 17 unused: la
- NBLA token 18 unused: gloria
- NBLA token 19 unused: que
- NBLA token 20 unused: nos
- NBLA token 21 unused: ha

--- romanos/romanos-8-19 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 02 unused: el
- NBLA token 03 unused: anhelo
- NBLA token 04 unused: profundo
- NBLA token 05 unused: de

--- romanos/romanos-8-2 ---
FAIL

- NBLA token 04 unused: del
- NBLA token 05 unused: Espíritu
- NBLA token 18 unused: pecado
- NBLA token 19 unused: y

--- romanos/romanos-8-20 ---
FAIL

- NBLA token 12 unused: voluntad,
- NBLA token 13 unused: sino
- NBLA token 21 unused: en
- NBLA token 22 unused: la
- NBLA token 23 unused: esperanza

--- romanos/romanos-8-21 ---
FAIL

- NBLA token 01 unused: de
- NBLA token 06 unused: será
- NBLA token 07 unused: también
- NBLA token 08 unused: liberada
- NBLA token 09 unused: de

--- romanos/romanos-8-22 ---
FAIL

- NBLA token 12 unused: dolores

--- romanos/romanos-8-23 ---
FAIL

- NBLA token 01 unused: Y
- NBLA token 24 unused: ansiosamente
- NBLA token 27 unused: como
- NBLA token 28 unused: hijos,
- NBLA token 29 unused: la
- NBLA token 30 unused: redención

--- romanos/romanos-8-24 ---
FAIL

- NBLA token 10 unused: que
- NBLA token 11 unused: se
- NBLA token 12 unused: ve
- NBLA token 16 unused: pues,
- NBLA token 17 unused: ¿por
- NBLA token 18 unused: qué
- NBLA token 19 unused: esperar
- NBLA token 20 unused: lo

--- romanos/romanos-8-25 ---
FAIL

- NBLA token 04 unused: lo

--- romanos/romanos-8-26 ---
FAIL

- NBLA token 12 unused: debilidad.
- NBLA token 13 unused: No
- NBLA token 14 unused: sabemos
- NBLA token 15 unused: orar
- NBLA token 16 unused: como
- NBLA token 17 unused: debiéramos,
- NBLA token 18 unused: pero

--- romanos/romanos-8-27 ---
FAIL

- NBLA token 09 unused: es
- NBLA token 20 unused: conforme
- NBLA token 21 unused: a
- NBLA token 22 unused: la
- NBLA token 23 unused: voluntad
- NBLA token 24 unused: de
- NBLA token 25 unused: Dios.

--- romanos/romanos-8-28 ---
FAIL

- NBLA token 04 unused: para
- NBLA token 05 unused: los
- NBLA token 15 unused: bien,
- NBLA token 16 unused: esto
- NBLA token 17 unused: es,
- NBLA token 18 unused: para
- NBLA token 24 unused: a
- NBLA token 25 unused: Su
- NBLA token 26 unused: propósito.

--- romanos/romanos-8-29 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 02 unused: a
- NBLA token 03 unused: los
- NBLA token 13 unused: hechos
- NBLA token 14 unused: conforme
- NBLA token 15 unused: a
- NBLA token 16 unused: la
- NBLA token 17 unused: imagen
- NBLA token 22 unused: que
- NBLA token 23 unused: Él
- NBLA token 24 unused: sea

--- romanos/romanos-8-3 ---
FAIL

- NBLA token 11 unused: era
- NBLA token 12 unused: débil
- NBLA token 37 unused: pecado,
- NBLA token 38 unused: condenó
- NBLA token 39 unused: al
- NBLA token 40 unused: pecado
- NBLA token 41 unused: en

--- romanos/romanos-8-31 ---
FAIL

- NBLA token 14 unused: nosotros?

--- romanos/romanos-8-32 ---
FAIL

- NBLA token 08 unused: propio
- NBLA token 09 unused: Hijo,
- NBLA token 27 unused: cosas?

--- romanos/romanos-8-33 ---
FAIL

- NBLA token 09 unused: es
- NBLA token 10 unused: el
- NBLA token 11 unused: que
- NBLA token 12 unused: justifica.

--- romanos/romanos-8-34 ---
FAIL

- NBLA token 17 unused: resucitó,
- NBLA token 18 unused: el
- NBLA token 19 unused: que
- NBLA token 20 unused: además
- NBLA token 21 unused: está
- NBLA token 22 unused: a
- NBLA token 23 unused: la
- NBLA token 24 unused: diestra

--- romanos/romanos-8-35 ---
FAIL

- NBLA token 10 unused: angustia,

--- romanos/romanos-8-36 ---
FAIL

- NBLA token 14 unused: DÍA;
- NBLA token 15 unused: SOMOS
- NBLA token 16 unused: CONSIDERADOS
- NBLA token 17 unused: COMO
- NBLA token 18 unused: OVEJAS
- NBLA token 19 unused: PARA
- NBLA token 20 unused: EL
- NBLA token 21 unused: MATADERO».

--- romanos/romanos-8-37 ---
FAIL

- NBLA token 03 unused: todas
- NBLA token 04 unused: estas
- NBLA token 05 unused: cosas
- NBLA token 06 unused: somos
- NBLA token 07 unused: más
- NBLA token 08 unused: que
- NBLA token 09 unused: vencedores

--- romanos/romanos-8-38 ---
FAIL

- NBLA token 03 unused: convencido
- NBLA token 04 unused: de
- NBLA token 08 unused: muerte,
- NBLA token 11 unused: vida,
- NBLA token 18 unused: presente,
- NBLA token 21 unused: por
- NBLA token 22 unused: venir,
- NBLA token 25 unused: poderes,

--- romanos/romanos-8-39 ---
FAIL

- NBLA token 03 unused: alto,
- NBLA token 06 unused: profundo,

--- romanos/romanos-8-5 ---
FAIL

- NBLA token 01 unused: Porque
- NBLA token 11 unused: mente
- NBLA token 12 unused: en
- NBLA token 13 unused: las
- NBLA token 14 unused: cosas
- NBLA token 15 unused: de
- NBLA token 16 unused: la
- NBLA token 17 unused: carne,
- NBLA token 18 unused: pero
- NBLA token 27 unused: cosas
- NBLA token 28 unused: del
- NBLA token 29 unused: Espíritu.

--- romanos/romanos-8-6 ---
FAIL

- NBLA token 07 unused: carne
- NBLA token 08 unused: es
- NBLA token 09 unused: muerte,
- NBLA token 10 unused: pero
- NBLA token 11 unused: la
- NBLA token 12 unused: mente
- NBLA token 13 unused: puesta
- NBLA token 14 unused: en

--- romanos/romanos-8-7 ---
FAIL

- NBLA token 12 unused: no
- NBLA token 13 unused: se
- NBLA token 14 unused: sujeta
- NBLA token 15 unused: a
- NBLA token 16 unused: la
- NBLA token 17 unused: ley

--- romanos/romanos-8-8 ---
FAIL

- NBLA token 01 unused: y

--- romanos/romanos-8-9 ---
FAIL

- NBLA token 32 unused: el
- NBLA token 33 unused: tal

--- romanos/romanos-9-10 ---
FAIL

- NBLA token 01 unused: Y

--- romanos/romanos-9-11 ---
FAIL

- NBLA token 18 unused: para
- NBLA token 19 unused: que
- NBLA token 20 unused: el
- NBLA token 21 unused: propósito
- NBLA token 26 unused: Su
- NBLA token 27 unused: elección
- NBLA token 28 unused: permaneciera,
- NBLA token 29 unused: no
- NBLA token 30 unused: por
- NBLA token 31 unused: las
- NBLA token 32 unused: obras,
- NBLA token 33 unused: sino
- NBLA token 34 unused: por
- NBLA token 35 unused: Aquel
- NBLA token 36 unused: que
- NBLA token 37 unused: llama,

--- romanos/romanos-9-13 ---
FAIL

- NBLA token 11 unused: ABORRECÍ».

--- romanos/romanos-9-14 ---
FAIL

- NBLA token 11 unused: modo!

--- romanos/romanos-9-15 ---
FAIL

- NBLA token 15 unused: COMPASIÓN
- NBLA token 16 unused: DEL
- NBLA token 17 unused: QUE
- NBLA token 18 unused: YO
- NBLA token 19 unused: TENGA
- NBLA token 20 unused: COMPASIÓN».

--- romanos/romanos-9-16 ---
FAIL

- NBLA token 07 unused: quiere
- NBLA token 08 unused: ni
- NBLA token 09 unused: del
- NBLA token 10 unused: que
- NBLA token 11 unused: corre,
- NBLA token 12 unused: sino

--- romanos/romanos-9-18 ---
FAIL

- NBLA token 11 unused: que
- NBLA token 12 unused: quiere
- NBLA token 13 unused: endurece.

--- romanos/romanos-9-19 ---
FAIL

- NBLA token 14 unused: Su
- NBLA token 15 unused: voluntad?».

--- romanos/romanos-9-2 ---
FAIL

- NBLA token 01 unused: de

--- romanos/romanos-9-20 ---
FAIL

- NBLA token 09 unused: le
- NBLA token 10 unused: contestas
- NBLA token 11 unused: a
- NBLA token 12 unused: Dios?
- NBLA token 13 unused: ¿Dirá
- NBLA token 14 unused: acaso

--- romanos/romanos-9-21 ---
FAIL

- NBLA token 06 unused: derecho
- NBLA token 07 unused: sobre
- NBLA token 08 unused: el
- NBLA token 09 unused: barro

--- romanos/romanos-9-22 ---
FAIL

- NBLA token 27 unused: destrucción?

--- romanos/romanos-9-23 ---
FAIL

- NBLA token 21 unused: preparó
- NBLA token 22 unused: para
- NBLA token 23 unused: gloria,

--- romanos/romanos-9-24 ---
FAIL

- NBLA token 06 unused: también
- NBLA token 07 unused: llamó,
- NBLA token 18 unused: los
- NBLA token 19 unused: gentiles.

--- romanos/romanos-9-25 ---
FAIL

- NBLA token 23 unused: “AMADA
- NBLA token 24 unused: mía”.

--- romanos/romanos-9-26 ---
FAIL

- NBLA token 22 unused: VIVIENTE».

--- romanos/romanos-9-27 ---
FAIL

- NBLA token 24 unused: REMANENTE
- NBLA token 25 unused: SERÁ
- NBLA token 26 unused: SALVO;

--- romanos/romanos-9-29 ---
FAIL

- NBLA token 24 unused: SEMEJANTES
- NBLA token 25 unused: A
- NBLA token 26 unused: GOMORRA».

--- romanos/romanos-9-30 ---
FAIL

- NBLA token 04 unused: Que
- NBLA token 05 unused: los
- NBLA token 06 unused: gentiles,
- NBLA token 21 unused: por
- NBLA token 22 unused: fe;

--- romanos/romanos-9-31 ---
FAIL

- NBLA token 09 unused: justicia,
- NBLA token 12 unused: esa
- NBLA token 13 unused: ley.

--- romanos/romanos-9-32 ---
FAIL

- NBLA token 17 unused: piedra

--- romanos/romanos-9-33 ---
FAIL

- NBLA token 22 unused: EN
- NBLA token 23 unused: ÉL
- NBLA token 24 unused: NO
- NBLA token 25 unused: SERÁ
- NBLA token 26 unused: AVERGONZADO».

--- romanos/romanos-9-4 ---
FAIL

- NBLA token 05 unused: quienes
- NBLA token 06 unused: pertenece
- NBLA token 11 unused: y

--- romanos/romanos-9-5 ---
FAIL

- NBLA token 02 unused: quienes
- NBLA token 03 unused: son
- NBLA token 12 unused: procede

--- romanos/romanos-9-6 ---
FAIL

- NBLA token 09 unused: haya
- NBLA token 10 unused: fallado.
- NBLA token 11 unused: Porque
- NBLA token 12 unused: no
- NBLA token 13 unused: todos
- NBLA token 14 unused: los
- NBLA token 15 unused: descendientes

--- romanos/romanos-9-7 ---
FAIL

- NBLA token 14 unused: SERÁ
- NBLA token 15 unused: LLAMADA
- NBLA token 16 unused: TU
- NBLA token 17 unused: DESCENDENCIA».

--- romanos/romanos-9-8 ---
FAIL

- NBLA token 04 unused: son
- NBLA token 10 unused: los
- NBLA token 11 unused: que
- NBLA token 12 unused: son
- NBLA token 25 unused: como
- NBLA token 26 unused: descendientes.

