continuity_field_id	book	chapter	verse	reference	stream_index	predication_id	persistence_score	transition_score	extension_score	weakening_score	field_state	evidence
CF00332	1corintios	7	25	7:25	332	1corintios-7-25-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00333	1corintios	7	26	7:26	333	1corintios-7-26-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00334	1corintios	7	27	7:27	334	1corintios-7-27-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00335	1corintios	7	27	7:27	335	1corintios-7-27-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00336	1corintios	7	27	7:27	336	1corintios-7-27-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00337	1corintios	7	27	7:27	337	1corintios-7-27-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00338	1corintios	7	28	7:28	338	1corintios-7-28-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00339	1corintios	7	28	7:28	339	1corintios-7-28-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00340	1corintios	7	28	7:28	340	1corintios-7-28-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00341	1corintios	7	28	7:28	341	1corintios-7-28-P04	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00342	1corintios	7	28	7:28	342	1corintios-7-28-P05	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00343	1corintios	7	28	7:28	343	1corintios-7-28-P06	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00344	1corintios	7	29	7:29	344	1corintios-7-29-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00345	1corintios	7	29	7:29	345	1corintios-7-29-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00346	1corintios	7	29	7:29	346	1corintios-7-29-P03	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00347	1corintios	7	31	7:31	347	1corintios-7-31-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00348	1corintios	7	32	7:32	348	1corintios-7-32-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00349	1corintios	7	32	7:32	349	1corintios-7-32-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00350	1corintios	7	32	7:32	350	1corintios-7-32-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00351	1corintios	7	33	7:33	351	1corintios-7-33-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00352	1corintios	7	33	7:33	352	1corintios-7-33-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00353	1corintios	7	34	7:34	353	1corintios-7-34-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00354	1corintios	7	34	7:34	354	1corintios-7-34-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00355	1corintios	7	34	7:34	355	1corintios-7-34-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00356	1corintios	7	34	7:34	356	1corintios-7-34-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00357	1corintios	7	34	7:34	357	1corintios-7-34-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00358	1corintios	7	35	7:35	358	1corintios-7-35-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00359	1corintios	7	35	7:35	359	1corintios-7-35-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00360	1corintios	7	36	7:36	360	1corintios-7-36-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00361	1corintios	7	36	7:36	361	1corintios-7-36-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00362	1corintios	7	36	7:36	362	1corintios-7-36-P03	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00363	1corintios	7	36	7:36	363	1corintios-7-36-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00364	1corintios	7	36	7:36	364	1corintios-7-36-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00365	1corintios	7	36	7:36	365	1corintios-7-36-P06	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00366	1corintios	7	36	7:36	366	1corintios-7-36-P07	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00367	1corintios	7	37	7:37	367	1corintios-7-37-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00368	1corintios	7	37	7:37	368	1corintios-7-37-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00369	1corintios	7	37	7:37	369	1corintios-7-37-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00370	1corintios	7	37	7:37	370	1corintios-7-37-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00371	1corintios	7	38	7:38	371	1corintios-7-38-P01	3	1	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00372	1corintios	7	38	7:38	372	1corintios-7-38-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00373	1corintios	7	39	7:39	373	1corintios-7-39-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00374	1corintios	7	39	7:39	374	1corintios-7-39-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00375	1corintios	7	39	7:39	375	1corintios-7-39-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00376	1corintios	7	39	7:39	376	1corintios-7-39-P04	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00377	1corintios	7	39	7:39	377	1corintios-7-39-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00378	1corintios	7	40	7:40	378	1corintios-7-40-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00379	1corintios	7	40	7:40	379	1corintios-7-40-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00380	1corintios	7	40	7:40	380	1corintios-7-40-P03	0	6	1	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00381	1corintios	8	1	8:1	381	1corintios-8-1-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00382	1corintios	8	1	8:1	382	1corintios-8-1-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00383	1corintios	8	1	8:1	383	1corintios-8-1-P03	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00384	1corintios	8	1	8:1	384	1corintios-8-1-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00385	1corintios	8	2	8:2	385	1corintios-8-2-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00386	1corintios	8	2	8:2	386	1corintios-8-2-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00387	1corintios	8	2	8:2	387	1corintios-8-2-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00388	1corintios	8	3	8:3	388	1corintios-8-3-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00389	1corintios	8	3	8:3	389	1corintios-8-3-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00390	1corintios	8	4	8:4	390	1corintios-8-4-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00391	1corintios	8	5	8:5	391	1corintios-8-5-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00392	1corintios	8	5	8:5	392	1corintios-8-5-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00393	1corintios	8	7	8:7	393	1corintios-8-7-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00394	1corintios	8	7	8:7	394	1corintios-8-7-P02	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00395	1corintios	8	8	8:8	395	1corintios-8-8-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00396	1corintios	8	8	8:8	396	1corintios-8-8-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00397	1corintios	8	8	8:8	397	1corintios-8-8-P03	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00398	1corintios	8	8	8:8	398	1corintios-8-8-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00399	1corintios	8	8	8:8	399	1corintios-8-8-P05	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00400	1corintios	8	9	8:9	400	1corintios-8-9-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00401	1corintios	8	9	8:9	401	1corintios-8-9-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00402	1corintios	8	10	8:10	402	1corintios-8-10-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00403	1corintios	8	10	8:10	403	1corintios-8-10-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00404	1corintios	8	11	8:11	404	1corintios-8-11-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00405	1corintios	8	11	8:11	405	1corintios-8-11-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00406	1corintios	8	12	8:12	406	1corintios-8-12-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00407	1corintios	8	13	8:13	407	1corintios-8-13-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00408	1corintios	8	13	8:13	408	1corintios-8-13-P02	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00409	1corintios	8	13	8:13	409	1corintios-8-13-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00410	1corintios	9	1	9:1	410	1corintios-9-1-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00411	1corintios	9	1	9:1	411	1corintios-9-1-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00412	1corintios	9	1	9:1	412	1corintios-9-1-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00413	1corintios	9	1	9:1	413	1corintios-9-1-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00414	1corintios	9	2	9:2	414	1corintios-9-2-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00415	1corintios	9	2	9:2	415	1corintios-9-2-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00416	1corintios	9	2	9:2	416	1corintios-9-2-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00417	1corintios	9	3	9:3	417	1corintios-9-3-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00418	1corintios	9	4	9:4	418	1corintios-9-4-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00419	1corintios	9	5	9:5	419	1corintios-9-5-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00420	1corintios	9	6	9:6	420	1corintios-9-6-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00421	1corintios	9	7	9:7	421	1corintios-9-7-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00422	1corintios	9	7	9:7	422	1corintios-9-7-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00423	1corintios	9	7	9:7	423	1corintios-9-7-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00424	1corintios	9	7	9:7	424	1corintios-9-7-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00425	1corintios	9	7	9:7	425	1corintios-9-7-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00426	1corintios	9	8	9:8	426	1corintios-9-8-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00427	1corintios	9	8	9:8	427	1corintios-9-8-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00428	1corintios	9	9	9:9	428	1corintios-9-9-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00429	1corintios	9	9	9:9	429	1corintios-9-9-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00430	1corintios	9	9	9:9	430	1corintios-9-9-P03	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00431	1corintios	9	10	9:10	431	1corintios-9-10-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00432	1corintios	9	10	9:10	432	1corintios-9-10-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00433	1corintios	9	10	9:10	433	1corintios-9-10-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00434	1corintios	9	11	9:11	434	1corintios-9-11-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00435	1corintios	9	11	9:11	435	1corintios-9-11-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00436	1corintios	9	12	9:12	436	1corintios-9-12-P01	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00437	1corintios	9	12	9:12	437	1corintios-9-12-P02	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00438	1corintios	9	12	9:12	438	1corintios-9-12-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00439	1corintios	9	12	9:12	439	1corintios-9-12-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00440	1corintios	9	13	9:13	440	1corintios-9-13-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00441	1corintios	9	13	9:13	441	1corintios-9-13-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00442	1corintios	9	13	9:13	442	1corintios-9-13-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00443	1corintios	9	14	9:14	443	1corintios-9-14-P01	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00444	1corintios	9	15	9:15	444	1corintios-9-15-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00445	1corintios	9	15	9:15	445	1corintios-9-15-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00446	1corintios	9	15	9:15	446	1corintios-9-15-P03	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00447	1corintios	9	15	9:15	447	1corintios-9-15-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00448	1corintios	9	16	9:16	448	1corintios-9-16-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00449	1corintios	9	16	9:16	449	1corintios-9-16-P02	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00450	1corintios	9	16	9:16	450	1corintios-9-16-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00451	1corintios	9	16	9:16	451	1corintios-9-16-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00452	1corintios	9	16	9:16	452	1corintios-9-16-P05	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00453	1corintios	9	17	9:17	453	1corintios-9-17-P01	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00454	1corintios	9	17	9:17	454	1corintios-9-17-P02	3	0	3	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00455	1corintios	9	17	9:17	455	1corintios-9-17-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00456	1corintios	9	18	9:18	456	1corintios-9-18-P01	2	4	2	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00457	1corintios	9	18	9:18	457	1corintios-9-18-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00458	1corintios	9	19	9:19	458	1corintios-9-19-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00459	1corintios	9	19	9:19	459	1corintios-9-19-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00460	1corintios	9	20	9:20	460	1corintios-9-20-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00461	1corintios	9	20	9:20	461	1corintios-9-20-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00462	1corintios	9	20	9:20	462	1corintios-9-20-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00463	1corintios	9	21	9:21	463	1corintios-9-21-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00464	1corintios	9	22	9:22	464	1corintios-9-22-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00465	1corintios	9	22	9:22	465	1corintios-9-22-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00466	1corintios	9	22	9:22	466	1corintios-9-22-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00467	1corintios	9	22	9:22	467	1corintios-9-22-P04	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00468	1corintios	9	23	9:23	468	1corintios-9-23-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00469	1corintios	9	23	9:23	469	1corintios-9-23-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00470	1corintios	9	24	9:24	470	1corintios-9-24-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00471	1corintios	9	24	9:24	471	1corintios-9-24-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00472	1corintios	9	24	9:24	472	1corintios-9-24-P03	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:moderate""]"
CF00473	1corintios	9	24	9:24	473	1corintios-9-24-P04	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00474	1corintios	9	24	9:24	474	1corintios-9-24-P05	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00475	1corintios	9	25	9:25	475	1corintios-9-25-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00476	1corintios	9	25	9:25	476	1corintios-9-25-P02	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00477	1corintios	9	26	9:26	477	1corintios-9-26-P01	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:moderate""]"
CF00478	1corintios	9	26	9:26	478	1corintios-9-26-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00479	1corintios	9	27	9:27	479	1corintios-9-27-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00480	1corintios	9	27	9:27	480	1corintios-9-27-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00481	1corintios	9	27	9:27	481	1corintios-9-27-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00482	1corintios	10	1	10:1	482	1corintios-10-1-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00483	1corintios	10	1	10:1	483	1corintios-10-1-P02	2	4	1	2	transitioning	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:stabilized"", ""paso9:low""]"
CF00484	1corintios	10	1	10:1	484	1corintios-10-1-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00485	1corintios	10	2	10:2	485	1corintios-10-2-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00486	1corintios	10	3	10:3	486	1corintios-10-3-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00487	1corintios	10	4	10:4	487	1corintios-10-4-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00488	1corintios	10	4	10:4	488	1corintios-10-4-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00489	1corintios	10	4	10:4	489	1corintios-10-4-P03	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00490	1corintios	10	5	10:5	490	1corintios-10-5-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00491	1corintios	10	5	10:5	491	1corintios-10-5-P02	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00492	1corintios	10	6	10:6	492	1corintios-10-6-P01	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00493	1corintios	10	6	10:6	493	1corintios-10-6-P02	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:low""]"
CF00494	1corintios	10	7	10:7	494	1corintios-10-7-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:moderate""]"
CF00495	1corintios	10	7	10:7	495	1corintios-10-7-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00496	1corintios	10	7	10:7	496	1corintios-10-7-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00497	1corintios	10	7	10:7	497	1corintios-10-7-P04	0	2	0	1	recovering	"[""continuity:shift"", ""audit:weak_shift"", ""paso9:low""]"
CF00498	1corintios	10	8	10:8	498	1corintios-10-8-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00499	1corintios	10	8	10:8	499	1corintios-10-8-P02	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
CF00500	1corintios	10	8	10:8	500	1corintios-10-8-P03	3	0	2	0	stable	"[""continuity:same"", ""audit:not_shift"", ""paso9:moderate""]"
CF00501	1corintios	10	9	10:9	501	1corintios-10-9-P01	0	6	0	4	unstable	"[""continuity:shift"", ""audit:demonstrable_shift"", ""recovery:continued_instability"", ""paso9:low""]"
