BOOK	CH	VS	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	CURRENT_TARGET_CLAUSE	CURRENT_TARGET_SPAN	CANDIDATE_SOURCE_REF	CANDIDATE_SOURCE_CLAUSE	CANDIDATE_SOURCE_SPAN	CANDIDATE_DISTANCE	CANDIDATE_CONFIDENCE	STATUS	NOTES
1corintios	7	28	cn1	ἐὰν	subordinating	condition	C1	ἐὰν δὲ καὶ ==γαμήσῃς==	1corintios 7:27	C4	μὴ ==ζήτει== γυναῖκα	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	28	cn2	δὲ	coordinating	coordination	C1	ἐὰν δὲ καὶ ==γαμήσῃς==	1corintios 7:27	C4	μὴ ==ζήτει== γυναῖκα	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	28	cn3	καὶ	coordinating	coordination	C1	ἐὰν δὲ καὶ ==γαμήσῃς==	1corintios 7:27	C4	μὴ ==ζήτει== γυναῖκα	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	29	cn1	δέ	coordinating	coordination	C1	τοῦτο δέ ==φημι== ἀδελφοί ὁ καιρὸς συνεσταλμένος	1corintios 7:28	C6	==φείδομαι==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	31	cn1	καὶ	coordinating	coordination	C1	καὶ οἱ χρώμενοι τὸν κόσμον ὡς μὴ καταχρώμενοι ==παράγει== γὰρ τὸ σχῆμα τοῦ κόσμου τούτου	1corintios 7:29	C3	==ὦσιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	31	cn2	ὡς	subordinating	comparison/manner	C1	καὶ οἱ χρώμενοι τὸν κόσμον ὡς μὴ καταχρώμενοι ==παράγει== γὰρ τὸ σχῆμα τοῦ κόσμου τούτου	1corintios 7:29	C3	==ὦσιν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	33	cn1	δὲ	coordinating	coordination	C1	ὁ δὲ γαμήσας ==μεριμνᾷ== τὰ τοῦ κόσμου πῶς	1corintios 7:32	C3	==ἀρέσῃ== τῷ κυρίῳ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	34	cn1	καὶ	coordinating	coordination	C1	καὶ ==μεμέρισται== καὶ ἡ γυνὴ ἡ ἄγαμος καὶ ἡ παρθένος	1corintios 7:33	C2	==ἀρέσῃ== τῇ γυναικί	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	35	cn1	δὲ	coordinating	coordination	C1	τοῦτο δὲ πρὸς τὸ ὑμῶν αὐτῶν σύμφορον ==λέγω== οὐχ ἵνα βρόχον ὑμῖν	1corintios 7:34	C5	==ἀρέσῃ== τῷ ἀνδρί	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	36	cn1	εἰ	subordinating	condition	C1	εἰ δέ τις ἀσχημονεῖν ἐπὶ τὴν παρθένον αὐτοῦ ==νομίζει==	1corintios 7:35	C2	==ἐπιβάλω== ἀλλὰ πρὸς τὸ εὔσχημον καὶ εὐπάρεδρον τῷ κυρίῳ ἀπερισπάστως	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	7	36	cn2	δέ	coordinating	coordination	C1	εἰ δέ τις ἀσχημονεῖν ἐπὶ τὴν παρθένον αὐτοῦ ==νομίζει==	1corintios 7:35	C2	==ἐπιβάλω== ἀλλὰ πρὸς τὸ εὔσχημον καὶ εὐπάρεδρον τῷ κυρίῳ ἀπερισπάστως	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	37	cn1	δὲ	coordinating	coordination	C1	ὃς δὲ ==ἕστηκεν== ἐν τῇ καρδίᾳ αὐτοῦ ἑδραῖος μὴ ἔχων ἀνάγκην ἐξουσίαν	1corintios 7:36	C7	==γαμείτωσαν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	38	cn1	ὥστε	subordinating	result/inference	C1	ὥστε καὶ ὁ γαμίζων τὴν παρθένον ἑαυτοῦ καλῶς ==ποιεῖ== καὶ ὁ μὴ ⸁γαμίζων κρεῖσσον	1corintios 7:37	C4	==ποιήσει==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	7	38	cn2	καὶ	coordinating	coordination	C1	ὥστε καὶ ὁ γαμίζων τὴν παρθένον ἑαυτοῦ καλῶς ==ποιεῖ== καὶ ὁ μὴ ⸁γαμίζων κρεῖσσον	1corintios 7:37	C4	==ποιήσει==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	7	40	cn1	δέ	coordinating	coordination	C1	μακαριωτέρα δέ ==ἐστιν== ἐὰν οὕτως	1corintios 7:39	C5	==θέλει== γαμηθῆναι μόνον ἐν κυρίῳ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	1	cn1	δὲ	coordinating	coordination	C1	περὶ δὲ τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι πάντες γνῶσιν	1corintios 7:40	C3	==δοκῶ== δὲ κἀγὼ πνεῦμα θεοῦ ἔχειν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	2	cn1	εἴ	subordinating	condition	C1	εἴ τις ==δοκεῖ== ἐγνωκέναι τι οὔπω	1corintios 8:1	C4	==οἰκοδομεῖ==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	8	3	cn1	εἰ	subordinating	condition	C1	εἰ δέ τις ==ἀγαπᾷ== τὸν θεόν οὗτος	1corintios 8:2	C3	καθὼς ==δεῖ== γνῶναι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	8	3	cn2	δέ	coordinating	coordination	C1	εἰ δέ τις ==ἀγαπᾷ== τὸν θεόν οὗτος	1corintios 8:2	C3	καθὼς ==δεῖ== γνῶναι	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	4	cn1	οὖν	coordinating	inference	C1	περὶ τῆς βρώσεως οὖν τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι οὐδὲν εἴδωλον ἐν κόσμῳ καὶ ὅτι οὐδεὶς θεὸς εἰ μὴ εἷς	1corintios 8:3	C2	==ἔγνωσται== ὑπʼ αὐτοῦ	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	8	5	cn1	καὶ	coordinating	coordination	C1	καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	1corintios 8:4	C1	περὶ τῆς βρώσεως οὖν τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι οὐδὲν εἴδωλον ἐν κόσμῳ καὶ ὅτι οὐδεὶς θεὸς εἰ μὴ εἷς	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	5	cn2	γὰρ	coordinating	cause/ground	C1	καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	1corintios 8:4	C1	περὶ τῆς βρώσεως οὖν τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι οὐδὲν εἴδωλον ἐν κόσμῳ καὶ ὅτι οὐδεὶς θεὸς εἰ μὴ εἷς	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	8	5	cn3	εἴπερ	subordinating	condition	C1	καὶ γὰρ εἴπερ ==εἰσὶν== λεγόμενοι θεοὶ εἴτε ἐν οὐρανῷ εἴτε ἐπὶ γῆς	1corintios 8:4	C1	περὶ τῆς βρώσεως οὖν τῶν εἰδωλοθύτων ==οἴδαμεν== ὅτι οὐδὲν εἴδωλον ἐν κόσμῳ καὶ ὅτι οὐδεὶς θεὸς εἰ μὴ εἷς	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	8	7	cn1	ἀλλʼ	coordinating	contrast	C1	ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	1corintios 8:5	C2	ὥσπερ ==εἰσὶν== θεοὶ πολλοὶ καὶ κύριοι πολλοί	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	8	7	cn3	δὲ	coordinating	coordination	C1	ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	1corintios 8:5	C2	ὥσπερ ==εἰσὶν== θεοὶ πολλοὶ καὶ κύριοι πολλοί	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	7	cn5	ὡς	subordinating	comparison/manner	C1	ἀλλʼ οὐκ ἐν πᾶσιν ἡ γνῶσις τινὲς δὲ τῇ συνηθείᾳ ἕως ἄρτι τοῦ εἰδώλου ὡς εἰδωλόθυτον ==ἐσθίουσιν== καὶ ἡ συνείδησις αὐτῶν ἀσθενὴς οὖσα	1corintios 8:5	C2	ὥσπερ ==εἰσὶν== θεοὶ πολλοὶ καὶ κύριοι πολλοί	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	8	8	cn1	δὲ	coordinating	coordination	C1	βρῶμα δὲ ἡμᾶς οὐ ==παραστήσει== τῷ θεῷ οὔτε γὰρ	1corintios 8:7	C2	==μολύνεται==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	10	cn1	ἐὰν	subordinating	condition	C1	ἐὰν γάρ τις ==ἴδῃ== σὲ τὸν ἔχοντα γνῶσιν ἐν εἰδωλείῳ κατακείμενον οὐχὶ ἡ συνείδησις αὐτοῦ ἀσθενοῦς ὄντος	1corintios 8:9	C2	==γένηται== τοῖς ἀσθενέσιν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	8	10	cn2	γάρ	coordinating	cause/ground	C1	ἐὰν γάρ τις ==ἴδῃ== σὲ τὸν ἔχοντα γνῶσιν ἐν εἰδωλείῳ κατακείμενον οὐχὶ ἡ συνείδησις αὐτοῦ ἀσθενοῦς ὄντος	1corintios 8:9	C2	==γένηται== τοῖς ἀσθενέσιν	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	8	12	cn1	δὲ	coordinating	coordination	C1	οὕτως δὲ ἁμαρτάνοντες εἰς τοὺς ἀδελφοὺς καὶ τύπτοντες αὐτῶν τὴν συνείδησιν ἀσθενοῦσαν εἰς χριστὸν ==ἁμαρτάνετε==	1corintios 8:11	C2	==ἀπέθανεν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	12	cn2	καὶ	coordinating	coordination	C1	οὕτως δὲ ἁμαρτάνοντες εἰς τοὺς ἀδελφοὺς καὶ τύπτοντες αὐτῶν τὴν συνείδησιν ἀσθενοῦσαν εἰς χριστὸν ==ἁμαρτάνετε==	1corintios 8:11	C2	==ἀπέθανεν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	8	13	cn1	διόπερ	coordinating	inference	C1	διόπερ εἰ βρῶμα ==σκανδαλίζει== τὸν ἀδελφόν μου	1corintios 8:12	C1	οὕτως δὲ ἁμαρτάνοντες εἰς τοὺς ἀδελφοὺς καὶ τύπτοντες αὐτῶν τὴν συνείδησιν ἀσθενοῦσαν εἰς χριστὸν ==ἁμαρτάνετε==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	8	13	cn2	εἰ	subordinating	condition	C1	διόπερ εἰ βρῶμα ==σκανδαλίζει== τὸν ἀδελφόν μου	1corintios 8:12	C1	οὕτως δὲ ἁμαρτάνοντες εἰς τοὺς ἀδελφοὺς καὶ τύπτοντες αὐτῶν τὴν συνείδησιν ἀσθενοῦσαν εἰς χριστὸν ==ἁμαρτάνετε==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	2	cn1	εἰ	subordinating	condition	C1	εἰ ἄλλοις οὐκ ==εἰμὶ== ἀπόστολος ἀλλά γε ὑμῖν	1corintios 9:1	C4	==ἐστε== ἐν κυρίῳ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	6	cn1	ἢ	coordinating	alternative/comparison	C1	ἢ μόνος ἐγὼ καὶ βαρναβᾶς οὐκ ==ἔχομεν== ἐξουσίαν μὴ ἐργάζεσθαι	1corintios 9:5	C1	μὴ οὐκ ==ἔχομεν== ἐξουσίαν ἀδελφὴν γυναῖκα περιάγειν ὡς καὶ οἱ λοιποὶ ἀπόστολοι καὶ οἱ ἀδελφοὶ τοῦ κυρίου καὶ κηφᾶς	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	6	cn2	καὶ	coordinating	coordination	C1	ἢ μόνος ἐγὼ καὶ βαρναβᾶς οὐκ ==ἔχομεν== ἐξουσίαν μὴ ἐργάζεσθαι	1corintios 9:5	C1	μὴ οὐκ ==ἔχομεν== ἐξουσίαν ἀδελφὴν γυναῖκα περιάγειν ὡς καὶ οἱ λοιποὶ ἀπόστολοι καὶ οἱ ἀδελφοὶ τοῦ κυρίου καὶ κηφᾶς	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	9	cn1	γὰρ	coordinating	cause/ground	C1	ἐν γὰρ τῷ μωϋσέως νόμῳ ==γέγραπται==	1corintios 9:8	C2	οὐ ==λέγει==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	9	10	cn1	ἢ	coordinating	alternative/comparison	C1	ἢ διʼ ἡμᾶς πάντως ==λέγει== διʼ ἡμᾶς γὰρ	1corintios 9:9	C3	==μέλει== τῷ θεῷ	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	11	cn1	εἰ	subordinating	condition	C1	εἰ ἡμεῖς ὑμῖν τὰ πνευματικὰ ==ἐσπείραμεν== μέγα εἰ ἡμεῖς ὑμῶν τὰ σαρκικὰ	1corintios 9:10	C3	ὅτι ==ὀφείλει== ἐπʼ ἐλπίδι ὁ ἀροτριῶν ἀροτριᾶν καὶ ὁ ἀλοῶν ἐπʼ ἐλπίδι τοῦ μετέχειν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	12	cn1	εἰ	subordinating	condition	C1	εἰ ἄλλοι τῆς ὑμῶν ἐξουσίας ==μετέχουσιν== οὐ μᾶλλον ἡμεῖς	1corintios 9:11	C2	==θερίσομεν==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	14	cn1	καὶ	coordinating	coordination	C1	οὕτως καὶ ὁ κύριος ==διέταξεν== τοῖς τὸ εὐαγγέλιον καταγγέλλουσιν ἐκ τοῦ εὐαγγελίου ζῆν	1corintios 9:13	C3	==συμμερίζονται==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	15	cn1	δὲ	coordinating	coordination	C1	ἐγὼ δὲ οὐ ==κέχρημαι== οὐδενὶ τούτων	1corintios 9:14	C1	οὕτως καὶ ὁ κύριος ==διέταξεν== τοῖς τὸ εὐαγγέλιον καταγγέλλουσιν ἐκ τοῦ εὐαγγελίου ζῆν	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	16	cn1	ἐὰν	subordinating	condition	C1	ἐὰν γὰρ ==εὐαγγελίζωμαι==	1corintios 9:15	C4	==κενώσει==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	16	cn2	γὰρ	coordinating	cause/ground	C1	ἐὰν γὰρ ==εὐαγγελίζωμαι==	1corintios 9:15	C4	==κενώσει==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	9	17	cn1	εἰ	subordinating	condition	C1	εἰ γὰρ ἑκὼν τοῦτο ==πράσσω== μισθὸν	1corintios 9:16	C5	ἐὰν μὴ ==εὐαγγελίσωμαι==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	17	cn2	γὰρ	coordinating	cause/ground	C1	εἰ γὰρ ἑκὼν τοῦτο ==πράσσω== μισθὸν	1corintios 9:16	C5	ἐὰν μὴ ==εὐαγγελίσωμαι==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	9	18	cn1	οὖν	coordinating	inference	C1	τίς οὖν μού ==ἐστιν== ὁ μισθός ἵνα εὐαγγελιζόμενος ἀδάπανον	1corintios 9:17	C3	==πεπίστευμαι==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	9	19	cn1	γὰρ	coordinating	cause/ground	C1	ἐλεύθερος γὰρ ὢν ἐκ πάντων πᾶσιν ἐμαυτὸν ==ἐδούλωσα== ἵνα τοὺς πλείονας	1corintios 9:18	C2	==θήσω== τὸ εὐαγγέλιον εἰς τὸ μὴ καταχρήσασθαι τῇ ἐξουσίᾳ μου ἐν τῷ εὐαγγελίῳ	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	9	20	cn1	καὶ	coordinating	coordination	C1	καὶ ==ἐγενόμην== τοῖς ἰουδαίοις ὡς ἰουδαῖος ἵνα ἰουδαίους	1corintios 9:19	C2	==κερδήσω==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	21	cn1	ὡς	subordinating	comparison/manner	C1	τοῖς ἀνόμοις ὡς ἄνομος μὴ ὢν ἄνομος θεοῦ ἀλλʼ ἔννομος χριστοῦ ἵνα ==κερδάνω== τοὺς ἀνόμους	1corintios 9:20	C3	==κερδήσω==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	21	cn3	ἀλλʼ	coordinating	contrast	C1	τοῖς ἀνόμοις ὡς ἄνομος μὴ ὢν ἄνομος θεοῦ ἀλλʼ ἔννομος χριστοῦ ἵνα ==κερδάνω== τοὺς ἀνόμους	1corintios 9:20	C3	==κερδήσω==	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	9	21	cn4	ἵνα	subordinating	purpose/result	C1	τοῖς ἀνόμοις ὡς ἄνομος μὴ ὢν ἄνομος θεοῦ ἀλλʼ ἔννομος χριστοῦ ἵνα ==κερδάνω== τοὺς ἀνόμους	1corintios 9:20	C3	==κερδήσω==	previous-verse-final-clause	low	suggested-cross-verse-candidate	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved; possible cross-verse source; requires review
1corintios	9	23	cn1	δὲ	coordinating	coordination	C1	πάντα δὲ ==ποιῶ== διὰ τὸ εὐαγγέλιον ἵνα συγκοινωνὸς αὐτοῦ	1corintios 9:22	C4	==σώσω==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	25	cn1	δὲ	coordinating	coordination	C1	πᾶς δὲ ὁ ἀγωνιζόμενος πάντα ==ἐγκρατεύεται== ἐκεῖνοι μὲν οὖν ἵνα φθαρτὸν στέφανον	1corintios 9:24	C5	ἵνα ==καταλάβητε==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	9	26	cn1	τοίνυν	coordinating	inference	C1	ἐγὼ τοίνυν οὕτως ==τρέχω== ὡς οὐκ ἀδήλως οὕτως	1corintios 9:25	C2	==λάβωσιν== ἡμεῖς δὲ ἄφθαρτον	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	9	27	cn1	ἀλλὰ	coordinating	contrast	C1	ἀλλὰ ==ὑπωπιάζω== μου τὸ σῶμα	1corintios 9:26	C2	==πυκτεύω== ὡς οὐκ ἀέρα δέρων	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	10	2	cn1	καὶ	coordinating	coordination	C1	καὶ πάντες εἰς τὸν μωϋσῆν ==ἐβαπτίσαντο== ἐν τῇ νεφέλῃ καὶ ἐν τῇ θαλάσσῃ	1corintios 10:1	C3	==διῆλθον==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	3	cn1	καὶ	coordinating	coordination	C1	καὶ πάντες τὸ αὐτὸ πνευματικὸν βρῶμα ==ἔφαγον==	1corintios 10:2	C1	καὶ πάντες εἰς τὸν μωϋσῆν ==ἐβαπτίσαντο== ἐν τῇ νεφέλῃ καὶ ἐν τῇ θαλάσσῃ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	4	cn1	καὶ	coordinating	coordination	C1	καὶ πάντες τὸ αὐτὸ πνευματικὸν ==ἔπιον== πόμα	1corintios 10:3	C1	καὶ πάντες τὸ αὐτὸ πνευματικὸν βρῶμα ==ἔφαγον==	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
1corintios	10	5	cn1	ἀλλʼ	coordinating	contrast	C1	ἀλλʼ οὐκ ἐν τοῖς πλείοσιν αὐτῶν ==ηὐδόκησεν== ὁ θεός	1corintios 10:4	C3	δὲ ==ἦν== ὁ χριστός	previous-verse-final-clause	medium	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; strong backward-looking relation; previous verse final clause available
1corintios	10	6	cn1	δὲ	coordinating	coordination	C1	ταῦτα δὲ τύποι ἡμῶν ==ἐγενήθησαν== εἰς τὸ μὴ εἶναι ἡμᾶς ἐπιθυμητὰς κακῶν καθὼς κἀκεῖνοι	1corintios 10:5	C2	==κατεστρώθησαν== γὰρ ἐν τῇ ἐρήμῳ	previous-verse-final-clause	low	suggested-cross-verse-candidate	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved; coordinating connector may continue previous verse; keep low confidence
