greek_span	nbla_span	count	first_seen	last_seen	alignment_types
ἀπρόσκοποι	no sean motivo de tropiezo ni a judíos ni a griegos ni a la iglesia de dios	1	1corintios 10:32	1corintios 10:32	expanded
ἀπόλλυται	por	1	1corintios 8:11	1corintios 8:11	direct
ἀπώλλυντο	serpientes	1	1corintios 10:9	1corintios 10:9	direct
ἀπὸ	de la idolatría	1	1corintios 10:14	1corintios 10:14	expanded
ἀπὸ	del	1	1corintios 11:23	1corintios 11:23	direct
ἀπὸ	dejar	1	1cor 7:10	1cor 7:10	merged-forward
ἀπὼν	aunque ausente	1	1cor 5:3	1cor 5:3	expanded
ἀρθῇ	fuera expulsado	1	1cor 5:2	1cor 5:2	expanded
ἀρσενοκοῖται	los homosexuales	1	1cor 6:9	1cor 6:9	expanded
ἀρχιτέκτων	arquitecto	1	1cor 3:10	1cor 3:10	direct
ἀσθενέσιν	débiles	1	1corintios 9:22	1corintios 9:22	direct
ἀσθενέστερα	más débiles	1	1corintios 12:22	1corintios 12:22	expanded
ἀσθενής	me	1	1corintios 9:22	1corintios 9:22	direct
ἀσθενείᾳ	debilidad	1	1cor 2:3	1cor 2:3	direct
ἀσθενεῖς	ustedes	1	1corintios 11:30	1corintios 11:30	direct
ἀσθενεῖς	débiles	1	1cor 4:10	1cor 4:10	direct
ἀσθενεῖς	los	1	1corintios 9:22	1corintios 9:22	direct
ἀσθενὲς	debilidad	1	1cor 1:25	1cor 1:25	direct
ἀσθενῆ	débil	1	1cor 1:27	1cor 1:27	direct
ἀσθενῶν	se	1	1corintios 8:11	1corintios 8:11	direct
ἀστατοῦμεν	no tenemos dónde vivir	1	1cor 4:11	1cor 4:11	expanded
ἀσχήμονα	más íntimas	1	1corintios 12:23	1corintios 12:23	expanded
ἀσχημονεῖ	se	1	1corintios 13:5	1corintios 13:5	direct
ἀσχημονεῖν	no está obrando correctamente	1	1corintios 7:36	1corintios 7:36	expanded
ἀτιμία	deshonra	1	1corintios 11:14	1corintios 11:14	direct
ἀτιμότερα	menos honrosas	1	1corintios 12:23	1corintios 12:23	expanded
ἀφʼ	la	1	1corintios 14:36	1corintios 14:36	direct
ἀφιέναι	abandone	1	1cor 7:11	1cor 7:11	direct
ἁγία	tanto	1	1corintios 7:34	1corintios 7:34	direct
ἁγίοις	santos	1	1cor 1:2	1cor 1:2	direct
ἁγίου	santo	1	1cor 6:19	1cor 6:19	direct
ἁγιασμὸς	santificación	1	1cor 1:30	1cor 1:30	direct
ἁμάρτημα	pecados	1	1cor 6:18	1cor 6:18	expanded
ἁμαρτάνοντες	pecar	1	1corintios 8:12	1corintios 8:12	direct
ἂν	seríamos	1	1corintios 11:31	1corintios 11:31	direct
ἂν	cuando	1	1corintios 11:34	1corintios 11:34	direct
ἂν	habrían	1	1cor 2:8	1cor 2:8	direct
ἃ	partes	1	1corintios 12:23	1corintios 12:23	direct
ἃ	que lo que	1	1corintios 14:37	1corintios 14:37	expanded
ἃ	de lo cual	1	1cor 2:13	1cor 2:13	expanded
ἃ	cosas que	1	1cor 2:9	1cor 2:9	expanded
ἄγαμος	sin casar	1	1cor 7:11	1cor 7:11	expanded
ἄγαμος	soltero se	1	1corintios 7:32	1corintios 7:32	expanded
ἄγαμος	está casada	1	1corintios 7:34	1corintios 7:34	expanded
ἄδηλον	da	1	1corintios 14:8	1corintios 14:8	direct
ἄδικοι	los injustos	1	1cor 6:9	1cor 6:9	expanded
ἄζυμοι	sin levadura	1	1cor 5:7	1cor 5:7	expanded
ἄκαρπός	sin	1	1corintios 14:14	1corintios 14:14	direct
ἄλλοι	juzguen	1	1corintios 14:29	1corintios 14:29	direct
ἄλλοι	otros	1	1corintios 9:12	1corintios 9:12	direct
ἄλλος	otro	1	1cor 3:10	1cor 3:10	direct
ἄλλους	mil	1	1corintios 14:19	1corintios 14:19	direct
ἄλλῳ	espíritu	1	1corintios 12:8	1corintios 12:8	direct
ἄλλῳ	otro	1	1corintios 12:9	1corintios 12:9	direct
ἄνδρα	el marido	1	1cor 7:11	1cor 7:11	expanded
ἄνδρας	porque	1	1corintios 14:35	1corintios 14:35	direct
ἄνερ	tú marido	1	1cor 7:16	1cor 7:16	expanded
ἄνθρωποί	como hombres del mundo	1	1cor 3:4	1cor 3:4	expanded
ἄνθρωπον	hombres del mundo	1	1cor 3:3	1cor 3:3	expanded
ἄνθρωπος	cada	1	1corintios 11:28	1corintios 11:28	direct
ἄνθρωπος	el hombre	1	1cor 2:14	1cor 2:14	expanded
ἄνθρωπος	que todo hombre	1	1cor 4:1	1cor 4:1	expanded
ἄνθρωπος	un hombre	1	1cor 6:18	1cor 6:18	expanded
ἄπιστοι	son incrédulos	1	1corintios 14:23	1corintios 14:23	expanded
ἄπιστον	que no es creyente	1	1cor 7:12	1cor 7:12	expanded
ἄπιστον	no es creyente	1	1cor 7:13	1cor 7:13	expanded
ἄπιστος	incrédulo o uno	1	1corintios 14:24	1corintios 14:24	expanded
ἄπιστος	que no es creyente	1	1cor 7:15	1cor 7:15	expanded
ἄρα	entonces	1	1cor 5:10	1cor 5:10	direct
ἄρας	tomaré acaso	1	1cor 6:15	1cor 6:15	expanded
ἄργυρον	plata	1	1cor 3:12	1cor 3:12	direct
ἄρρωστοι	duermen	1	1corintios 11:30	1corintios 11:30	direct
ἄρτι	vemos	1	1corintios 13:12	1corintios 13:12	direct
ἄρτι	en	1	1corintios 13:12	1corintios 13:12	direct
ἄρτι	presente	1	1cor 4:11	1cor 4:11	direct
ἄρτι	ahora	1	1cor 4:13	1cor 4:13	direct
ἄρτι	alimento	1	1corintios 8:7	1corintios 8:7	direct
ἄρτου	coma	1	1corintios 11:28	1corintios 11:28	direct
ἄτιμοι	sin honra	1	1cor 4:10	1cor 4:10	expanded
ἄφωνον	de significado	1	1corintios 14:10	1corintios 14:10	expanded
ἄχρι	que él	1	1corintios 11:26	1corintios 11:26	expanded
ἄχρι	hasta	1	1cor 4:11	1cor 4:11	direct
ἄψυχα	cosas inanimadas	1	1corintios 14:7	1corintios 14:7	expanded
ἅγιά	santos	1	1cor 7:14	1cor 7:14	direct
ἅγιοι	santos	1	1cor 6:2	1cor 6:2	direct
ἅγιός	santo	1	1cor 3:17	1cor 3:17	direct
ἅπτεσθαι	tocar	1	1cor 7:1	1cor 7:1	direct
ἅρπαγες	los estafadores	1	1cor 6:10	1cor 6:10	expanded
ἅρπαξ	estafador	1	1cor 5:11	1cor 5:11	direct
ἅρπαξιν	estafadores	1	1cor 5:10	1cor 5:10	direct
ἐάν	que	1	1cor 5:11	1cor 5:11	expanded
ἐβαπτίσαντο	la	1	1corintios 10:2	1corintios 10:2	direct
ἐβαπτίσθημεν	judíos	1	1corintios 12:13	1corintios 12:13	direct
ἐβασιλεύσατε	han llegado a reinar	1	1cor 4:8	1cor 4:8	expanded
ἐβασιλεύσατε	hubieran llegado a reinar	1	1cor 4:8	1cor 4:8	expanded
ἐβεβαιώθη	fue confirmado	1	1cor 1:6	1cor 1:6	direct
ἐγέννησα	engendré	1	1cor 4:15	1cor 4:15	direct
ἐγενήθη	se hizo	1	1cor 1:30	1cor 1:30	expanded
ἐγενόμην	a	1	1corintios 9:22	1corintios 9:22	direct
ἐγκρατεύονται	carecen de dominio propio	1	1cor 7:9	1cor 7:9	expanded
ἐγνωκέναι	sabe	1	1cor 8:2	1cor 8:2	direct
ἐγράφη	y	1	1corintios 10:11	1corintios 10:11	direct
ἐγράψατε	me escribieron	1	1cor 7:1	1cor 7:1	expanded
ἐγώ	yo	1	1cor 7:12	1cor 7:12	direct
ἐγὼ	yo soy	1	1cor 3:4	1cor 3:4	expanded
ἐγὼ	y	1	1corintios 7:28	1corintios 7:28	direct
ἐγὼ	pero yo de nada de esto me he aprovechado	1	1corintios 9:15	1corintios 9:15	expanded
ἐγὼ	por tanto yo de esta manera corro	1	1corintios 9:26	1corintios 9:26	expanded
ἐδηλώθη	he sido informado	1	1cor 1:11	1cor 1:11	expanded
ἐδικαιώθητε	fueron justificados	1	1cor 6:11	1cor 6:11	expanded
ἐδύνασθε	podían recibirlo	1	1cor 3:2	1cor 3:2	expanded
ἐκ	una	1	1corintios 10:4	1corintios 10:4	direct
ἐκ	procede	1	1corintios 11:12	1corintios 11:12	direct
ἐκ	y	1	1corintios 11:28	1corintios 11:28	direct
ἐκ	beba	1	1corintios 11:28	1corintios 11:28	direct
ἐκ	de la	1	1corintios 11:8	1corintios 11:8	expanded
ἐκ	de él	1	1corintios 12:27	1corintios 12:27	expanded
ἐκ	se	1	1corintios 13:10	1corintios 13:10	direct
ἐκ	pero	1	1corintios 13:12	1corintios 13:12	direct
ἐκ	porque	1	1corintios 13:9	1corintios 13:9	direct
ἐκ	viene de	1	1cor 2:12	1cor 2:12	expanded
ἐκ	salirse	1	1cor 5:10	1cor 5:10	expanded
ἐκ	vivan	1	1corintios 9:14	1corintios 9:14	direct
ἐκ	de todos	1	1corintios 9:19	1corintios 9:19	expanded
ἐκάθισεν	el pueblo se sentó a comer y a beber y se levantó a jugar	1	1corintios 10:7	1corintios 10:7	expanded
ἐκδέχεσθε	espérense unos a	1	1corintios 11:33	1corintios 11:33	expanded
ἐκείνοις	ejemplo	1	1corintios 10:11	1corintios 10:11	direct
ἐκεῖνοι	ellos lo hacen para recibir una corona corruptible pero nosotros una incorruptible	1	1corintios 9:25	1corintios 9:25	expanded
ἐκκαθάρατε	limpien	1	1cor 5:7	1cor 5:7	direct
ἐκκλησία	la	1	1corintios 14:23	1corintios 14:23	direct
ἐκκλησία	edificación	1	1corintios 14:5	1corintios 14:5	direct
ἐκκλησίαι	iglesias	1	1corintios 11:16	1corintios 11:16	direct
ἐκκλησίαις	todas	1	1corintios 7:17	1corintios 7:17	direct
ἐκκλησίαν	la iglesia	1	1corintios 14:4	1corintios 14:4	expanded
ἐκκλησίας	y	1	1corintios 11:22	1corintios 11:22	direct
ἐκκλησίας	para	1	1corintios 14:12	1corintios 14:12	direct
ἐκκλησίᾳ	se	1	1corintios 11:18	1corintios 11:18	direct
ἐκκλησίᾳ	profetas	1	1corintios 12:28	1corintios 12:28	direct
ἐκκλησίᾳ	prefiero	1	1corintios 14:19	1corintios 14:19	direct
ἐκκλησίᾳ	la	1	1corintios 14:28	1corintios 14:28	direct
ἐκκλησίᾳ	la iglesia	1	1corintios 14:35	1corintios 14:35	expanded
ἐκλήθη	llamado	1	1corintios 7:20	1corintios 7:20	direct
ἐκλήθη	en	1	1corintios 7:24	1corintios 7:24	direct
ἐκλήθη;	fue llamado circuncidado fue llamado	1	1corintios 7:18	1corintios 7:18	expanded
ἐκλήθης;	llamado	1	1corintios 7:21	1corintios 7:21	direct
ἐκλήθητε	fueron llamados	1	1cor 1:9	1cor 1:9	direct
ἐκπειράζωμεν	provoquemos	1	1corintios 10:9	1corintios 10:9	direct
ἐκρινόμεθα	juzgados	1	1corintios 11:31	1corintios 11:31	direct
ἐκτίσθη	fue creado	1	1corintios 11:9	1corintios 11:9	expanded
ἐκτὸς	de	1	1corintios 14:5	1corintios 14:5	direct
ἐκτὸς	fuera	1	1cor 6:18	1cor 6:18	direct
ἐλάβομεν	hemos recibido	1	1cor 2:12	1cor 2:12	expanded
ἐλάλουν	niño	1	1corintios 13:11	1corintios 13:11	direct
ἐλάχιστόν	poca importancia	1	1cor 4:3	1cor 4:3	expanded
ἐλέγχεται	será convencido	1	1corintios 14:24	1corintios 14:24	expanded
ἐλαχίστων	más sencillos	1	1cor 6:2	1cor 6:2	expanded
ἐλευθέρα	está en libertad	1	1corintios 7:39	1corintios 7:39	expanded
ἐλεύθεροι	todos	1	1corintios 12:13	1corintios 12:13	direct
ἐλεύθερος	obtener	1	1corintios 7:21	1corintios 7:21	direct
ἐλεύθερος	siendo libre	1	1corintios 7:22	1corintios 7:22	expanded
ἐλεύθερος	libre	1	1corintios 9:1	1corintios 9:1	direct
ἐλεύθερος	porque aunque soy libre	1	1corintios 9:19	1corintios 9:19	expanded
ἐλεύσομαι	iré	1	1cor 4:19	1cor 4:19	direct
ἐλθὼν	cuando fui	1	1cor 2:1	1cor 2:1	expanded
ἐλογιζόμην	niño	1	1corintios 13:11	1corintios 13:11	direct
ἐλπίζει	espera	1	1corintios 13:7	1corintios 13:7	direct
ἐλπίς	la	1	1corintios 13:13	1corintios 13:13	direct
ἐμέρισεν	el	1	1corintios 7:17	1corintios 7:17	direct
ἐμαυτόν	yo	1	1cor 7:7	1cor 7:7	direct
ἐμαυτὸν	a mí mismo	1	1cor 4:3	1cor 4:3	expanded
ἐμαυτὸν	mí mismo	1	1cor 4:6	1cor 4:6	expanded
ἐμαυτῷ	en contra mía	1	1cor 4:4	1cor 4:4	expanded
ἐμοὶ	en cuanto a mí	1	1cor 4:3	1cor 4:3	expanded
ἐμοῦ	yo	1	1cor 5:4	1cor 5:4	direct
ἐμώρανεν	ha hecho que sea necedad	1	1cor 1:20	1cor 1:20	expanded
ἐμὲ	que	1	1corintios 9:3	1corintios 9:3	direct
ἐμὴ	defensa	1	1corintios 9:3	1corintios 9:3	direct
ἐμὸν	mi	1	1cor 1:15	1cor 1:15	direct
ἐν	nube y en	1	1corintios 10:2	1corintios 10:2	expanded
ἐν	eso quedaron tendidos	1	1corintios 10:5	1corintios 10:5	expanded
ἐν	independiente de	1	1corintios 11:11	1corintios 11:11	expanded
ἐν	juzguen ustedes mismos	1	1corintios 11:13	1corintios 11:13	expanded
ἐν	oigo que cuando	1	1corintios 11:18	1corintios 11:18	expanded
ἐν	iglesia hay divisiones	1	1corintios 11:18	1corintios 11:18	expanded
ἐν	ustedes haya bandos	1	1corintios 11:19	1corintios 11:19	expanded
ἐν	su propia cena	1	1corintios 11:21	1corintios 11:21	expanded
ἐν	muchos débiles y	1	1corintios 11:30	1corintios 11:30	expanded
ἐν	tiene hambre coma	1	1corintios 11:34	1corintios 11:34	expanded
ἐν	mismo espíritu todos	1	1corintios 12:13	1corintios 12:13	expanded
ἐν	primeramente apóstoles en	1	1corintios 12:28	1corintios 12:28	expanded
ἐν	que nadie hablando	1	1corintios 12:3	1corintios 12:3	expanded
ἐν	el espíritu santo	1	1corintios 12:3	1corintios 12:3	expanded
ἐν	las cosas en	1	1corintios 12:6	1corintios 12:6	expanded
ἐν	fe por el	1	1corintios 12:9	1corintios 12:9	expanded
ἐν	sanidad por el	1	1corintios 12:9	1corintios 12:9	expanded
ἐν	espejo veladamente pero	1	1corintios 13:12	1corintios 13:12	expanded
ἐν	para mí	1	1corintios 14:11	1corintios 14:11	expanded
ἐν	en la iglesia	1	1corintios 14:19	1corintios 14:19	expanded
ἐν	en la ley	1	1corintios 14:21	1corintios 14:21	expanded
ἐν	de lenguas extrañas	1	1corintios 14:21	1corintios 14:21	expanded
ἐν	de extraños hablaré	1	1corintios 14:21	1corintios 14:21	expanded
ἐν	ustedes	1	1corintios 14:25	1corintios 14:25	expanded
ἐν	guarde silencio en	1	1corintios 14:28	1corintios 14:28	expanded
ἐν	en todas las	1	1corintios 14:33	1corintios 14:33	expanded
ἐν	guarden silencio en	1	1corintios 14:34	1corintios 14:34	expanded
ἐν	a sus propios	1	1corintios 14:35	1corintios 14:35	expanded
ἐν	mujer hable en	1	1corintios 14:35	1corintios 14:35	expanded
ἐν	recibieron en el	1	1corintios 15:1	1corintios 15:1	expanded
ἐν	mucho	1	1cor 2:3	1cor 2:3	expanded
ἐν	según	1	1cor 3:18	1cor 3:18	expanded
ἐν	que está en	1	1cor 6:19	1cor 6:19	expanded
ἐν	para vivir en	1	1cor 7:15	1cor 7:15	expanded
ἐν	ande esto ordeno	1	1corintios 7:17	1corintios 7:17	expanded
ἐν	estando	1	1corintios 7:18	1corintios 7:18	direct
ἐν	permanezca en la	1	1corintios 7:20	1corintios 7:20	expanded
ἐν	por el señor	1	1corintios 7:22	1corintios 7:22	expanded
ἐν	uno permanezca con	1	1corintios 7:24	1corintios 7:24	expanded
ἐν	condición en que	1	1corintios 7:24	1corintios 7:24	expanded
ἐν	firme en su	1	1corintios 7:37	1corintios 7:37	expanded
ἐν	virgen a su	1	1corintios 7:37	1corintios 7:37	expanded
ἐν	que sea	1	1corintios 7:39	1corintios 7:39	expanded
ἐν	perderá el que	1	1corintios 8:11	1corintios 8:11	expanded
ἐν	en el cielo	1	1corintios 8:5	1corintios 8:5	expanded
ἐν	todos tienen este	1	1corintios 8:7	1corintios 8:7	expanded
ἐν	en el señor	1	1corintios 9:1	1corintios 9:1	expanded
ἐν	evangelio	1	1corintios 9:18	1corintios 9:18	expanded
ἐν	que corren en	1	1corintios 9:24	1corintios 9:24	expanded
ἐν	pues en la ley de moisés está escrito no pondrás bozal al buey cuando trilla acaso le preocupan a dios los bueyes	1	1corintios 9:9	1corintios 9:9	expanded
ἐνεργήματα	poder de	1	1corintios 12:10	1corintios 12:10	expanded
ἐνεργεῖ	las	1	1corintios 12:11	1corintios 12:11	direct
ἐνεργημάτων	de	1	1corintios 12:6	1corintios 12:6	direct
ἐνεργῶν	que	1	1corintios 12:6	1corintios 12:6	direct
ἐνεστῶσαν	aflicción	1	1corintios 7:26	1corintios 7:26	direct
ἐνεστῶτα	lo presente	1	1cor 3:22	1cor 3:22	expanded
ἐντολῶν	los mandamientos	1	1corintios 7:19	1corintios 7:19	expanded
ἐντρέπων	para avergonzarlos	1	1cor 4:14	1cor 4:14	expanded
ἐντροπὴν	vergüenza	1	1cor 6:5	1cor 6:5	direct
ἐνώπιον	delante	1	1cor 1:29	1cor 1:29	direct
ἐξ	por obra	1	1cor 1:30	1cor 1:30	expanded
ἐξ	del	1	1corintios 11:8	1corintios 11:8	direct
ἐξ	de entre	1	1cor 5:13	1cor 5:13	expanded
ἐξ	de quien proceden todas las cosas	1	1corintios 8:6	1corintios 8:6	expanded
ἐξάρατε	expulsen	1	1cor 5:13	1cor 5:13	direct
ἐξαπατάτω	se engañe	1	1cor 3:18	1cor 3:18	expanded
ἐξεγερεῖ	resucitará	1	1cor 6:14	1cor 6:14	direct
ἐξελθεῖν	que	1	1cor 5:10	1cor 5:10	expanded
ἐξουθενημένα	despreciado	1	1cor 1:28	1cor 1:28	direct
ἐξουθενημένους	nada son	1	1cor 6:4	1cor 6:4	expanded
ἐξουσίαν	autoridad	1	1corintios 11:10	1corintios 11:10	direct
ἐξουσίαν	sobre	1	1corintios 7:37	1corintios 7:37	direct
ἐξουσίᾳ	derecho	1	1corintios 9:12	1corintios 9:12	direct
ἐξουσίᾳ	predicador	1	1corintios 9:18	1corintios 9:18	direct
ἐξουσιασθήσομαι	me dejaré dominar	1	1cor 6:12	1cor 6:12	expanded
ἐξῆλθεν	ustedes	1	1corintios 14:36	1corintios 14:36	direct
ἐπαινέσω	alabaré	1	1corintios 11:22	1corintios 11:22	direct
ἐπαινῶ	los	1	1corintios 11:22	1corintios 11:22	direct
ἐπείρασαν	provocaron	1	1corintios 10:9	1corintios 10:9	direct
ἐπειδὴ	ya que	1	1cor 1:21	1cor 1:21	expanded
ἐπειδὴ	porque	1	1cor 1:22	1cor 1:22	direct
ἐπειδὴ	puesto que	1	1corintios 14:16	1corintios 14:16	expanded
ἐπενθήσατε	haberse entristecido	1	1cor 5:2	1cor 5:2	expanded
ἐπερωτάτωσαν	pregunten	1	1corintios 14:35	1corintios 14:35	direct
ἐπεὶ	que	1	1corintios 14:12	1corintios 14:12	direct
ἐπεὶ	porque	1	1cor 5:10	1cor 5:10	direct
ἐπιβάλω	es	1	1corintios 7:35	1corintios 7:35	direct
ἐπιγινωσκέτω	reconozca	1	1corintios 14:37	1corintios 14:37	direct
ἐπιγνώσομαι	he	1	1corintios 13:12	1corintios 13:12	direct
ἐπιθανατίους	sentenciados a muerte	1	1cor 4:9	1cor 4:9	expanded
ἐπικαλουμένοις	que invocan	1	1cor 1:2	1cor 1:2	expanded
ἐπισπάσθω	quédese	1	1corintios 7:18	1corintios 7:18	direct
ἐπιστεύσατε	ustedes han creído	1	1cor 3:5	1cor 3:5	expanded
ἐπιστολῇ	carta	1	1cor 5:9	1cor 5:9	direct
ἐπιταγήν	una orden	1	1cor 7:6	1cor 7:6	expanded
ἐπιταγὴν	no	1	1corintios 7:25	1corintios 7:25	direct
ἐπιτρέπεται	es	1	1corintios 14:34	1corintios 14:34	direct
ἐπλουτήσατε	se han hecho ricos ya	1	1cor 4:8	1cor 4:8	expanded
ἐπλουτίσθητε	ustedes fueron enriquecidos	1	1cor 1:5	1cor 1:5	expanded
ἐποικοδομεῖ	edifica sobre él	1	1cor 3:10	1cor 3:10	expanded
ἐποικοδομεῖ	edifica encima	1	1cor 3:10	1cor 3:10	expanded
ἐποικοδομεῖ	edifica	1	1cor 3:12	1cor 3:12	direct
ἐποικοδόμησεν	ha edificado sobre el fundamento	1	1cor 3:14	1cor 3:14	expanded
ἐποτίσθημεν	dio a beber del	1	1corintios 12:13	1corintios 12:13	expanded
ἐπόρνευσαν	y	1	1corintios 10:8	1corintios 10:8	direct
ἐπότισα	di a beber	1	1cor 3:2	1cor 3:2	expanded
ἐπότισεν	regó	1	1cor 3:6	1cor 3:6	direct
ἐπὶ	por	1	1cor 1:4	1cor 1:4	direct
ἐπὶ	la cabeza por	1	1corintios 11:10	1corintios 11:10	expanded
ἐπὶ	esto ya	1	1corintios 11:20	1corintios 11:20	expanded
ἐπὶ	no se regocija	1	1corintios 13:6	1corintios 13:6	expanded
ἐπὶ	se reúne y	1	1corintios 14:23	1corintios 14:23	expanded
ἐπὶ	postrará y adorará	1	1corintios 14:25	1corintios 14:25	expanded
ἐπὶ	al	1	1cor 2:9	1cor 2:9	expanded
ἐπὶ	sobre	1	1cor 3:12	1cor 3:12	direct
ἐπὶ	con respecto a	1	1corintios 7:36	1corintios 7:36	expanded
ἐπὶ	la tierra como	1	1corintios 8:5	1corintios 8:5	expanded
ἐρήμῳ	desierto	1	1corintios 10:5	1corintios 10:5	direct
ἐραυνᾷ	lo escudriña	1	1cor 2:10	1cor 2:10	expanded
ἐργαζόμενοι	trabajando	1	1cor 4:12	1cor 4:12	direct
ἐροῦσιν	dirán	1	1corintios 14:23	1corintios 14:23	direct
ἐρχομένου	hubiera de ir	1	1cor 4:18	1cor 4:18	expanded
ἐσθίει	come	1	1corintios 11:29	1corintios 11:29	direct
ἐσθίειν	o	1	1corintios 11:22	1corintios 11:22	direct
ἐσθίητε	coman	1	1corintios 11:26	1corintios 11:26	direct
ἐσθίοντες	comen	1	1corintios 10:18	1corintios 10:18	direct
ἐσθίων	que	1	1corintios 11:29	1corintios 11:29	direct
ἐσθίῃ	el que coma	1	1corintios 11:27	1corintios 11:27	expanded
ἐσθιέτω	del	1	1corintios 11:28	1corintios 11:28	direct
ἐσθιέτω	su	1	1corintios 11:34	1corintios 11:34	direct
ἐσμεν	somos	1	1cor 3:9	1cor 3:9	direct
ἐστέ	están	1	1cor 4:8	1cor 4:8	direct
ἐστίν	mandamiento	1	1corintios 14:37	1corintios 14:37	direct
ἐστίν	son	1	1cor 2:14	1cor 2:14	direct
ἐστίν	sido	1	1corintios 7:29	1corintios 7:29	direct
ἐσταυρώθη	fue crucificado	1	1cor 1:13	1cor 1:13	expanded
ἐσταύρωσαν	crucificado	1	1cor 2:8	1cor 2:8	direct
ἐστε	están	1	1cor 1:30	1cor 1:30	direct
ἐστε	dones	1	1corintios 14:12	1corintios 14:12	direct
ἐστε	y ustedes son	1	1cor 3:9	1cor 3:9	expanded
ἐστε	lo son en realidad	1	1cor 5:7	1cor 5:7	expanded
ἐστε	obra	1	1corintios 9:1	1corintios 9:1	direct
ἐστιν	le es	1	1corintios 11:15	1corintios 11:15	expanded
ἐστιν	hace	1	1corintios 11:5	1corintios 11:5	direct
ἐστιν	es la	1	1corintios 11:7	1corintios 11:7	expanded
ἐστιν	procede	1	1corintios 11:8	1corintios 11:8	direct
ἐστιν	constituyen	1	1corintios 12:12	1corintios 12:12	direct
ἐστιν	son los	1	1corintios 12:22	1corintios 12:22	expanded
ἐστιν	fruto	1	1corintios 14:14	1corintios 14:14	direct
ἐστιν	oraré	1	1corintios 14:15	1corintios 14:15	direct
ἐστιν	que hacer	1	1corintios 14:26	1corintios 14:26	expanded
ἐστιν	correcto	1	1corintios 14:35	1corintios 14:35	direct
ἐστιν	es con ella	1	1cor 6:16	1cor 6:16	expanded
ἐστιν	es con él	1	1cor 6:17	1cor 6:17	expanded
ἐστιν	están	1	1cor 6:18	1cor 6:18	direct
ἐστιν	serían	1	1cor 7:14	1cor 7:14	direct
ἐστιν	será	1	1corintios 7:40	1corintios 7:40	direct
ἐστιν	mi	1	1corintios 9:18	1corintios 9:18	direct
ἐστὲ	se pertenecen	1	1cor 6:19	1cor 6:19	expanded
ἐστὶν	mujer	1	1corintios 11:13	1corintios 11:13	direct
ἐσχάτους	en último lugar	1	1cor 4:9	1cor 4:9	expanded
ἐσόπτρου	un	1	1corintios 13:12	1corintios 13:12	direct
ἐτύθη	ha sido sacrificado	1	1cor 5:7	1cor 5:7	expanded
ἐφρόνουν	niño	1	1corintios 13:11	1corintios 13:11	direct
ἐφυσιώθησάν	se han vuelto arrogantes	1	1cor 4:18	1cor 4:18	expanded
ἐφύτευσα	planté	1	1cor 3:6	1cor 3:6	direct
ἐχρησάμεθα	hemos	1	1corintios 9:12	1corintios 9:12	direct
ἐὰν	pero si alguien les dice esto ha sido sacrificado a los ídolos no lo coman por causa del que se lo dijo y por motivos de conciencia porque del señor es la tierra y todo lo que en ella hay	1	1corintios 10:28	1corintios 10:28	expanded
ἐὰν	que si	1	1corintios 11:15	1corintios 11:15	expanded
ἐὰν	que	1	1corintios 11:26	1corintios 11:26	direct
ἐὰν	el	1	1corintios 12:16	1corintios 12:16	direct
ἐὰν	tuviera	1	1corintios 13:2	1corintios 13:2	direct
ἐὰν	diera	1	1corintios 13:3	1corintios 13:3	direct
ἐὰν	pues si	1	1corintios 14:11	1corintios 14:11	expanded
ἐὰν	porque	1	1corintios 14:14	1corintios 14:14	direct
ἐὰν	por	1	1corintios 14:23	1corintios 14:23	direct
ἐὰν	menos de que	1	1corintios 14:6	1corintios 14:6	expanded
ἐὰν	trompeta	1	1corintios 14:8	1corintios 14:8	direct
ἐὰν	boca	1	1corintios 14:9	1corintios 14:9	direct
ἐὰν	aunque ustedes	1	1cor 4:15	1cor 4:15	expanded
ἐὰν	y si	1	1corintios 7:28	1corintios 7:28	expanded
ἐὰν	una	1	1corintios 7:28	1corintios 7:28	direct
ἐὰν	porque si alguien te ve a ti que tienes conocimiento sentado a la mesa en un templo de ídolos no será estimulada su conciencia si él es débil a comer lo sacrificado a los ídolos	1	1corintios 8:10	1corintios 8:10	expanded
ἐὰν	porque si predico el evangelio	1	1corintios 9:16	1corintios 9:16	expanded
ἐὰν⸅	tuviera	1	1corintios 13:2	1corintios 13:2	direct
ἐὰν⸅	comer	1	1corintios 13:3	1corintios 13:3	direct
ἑαυτοὺς	nosotros mismos	1	1corintios 11:31	1corintios 11:31	expanded
ἑαυτοῦ	propia	1	1cor 7:2	1cor 7:2	direct
ἑαυτόν	uno	1	1corintios 11:28	1corintios 11:28	direct
ἑαυτῆς	busca lo suyo	1	1corintios 13:5	1corintios 13:5	expanded
ἑαυτῶν	ustedes a sí mismos	1	1cor 6:19	1cor 6:19	expanded
ἑαυτῶν	sí	1	1cor 6:7	1cor 6:7	direct
ἑαυτῷ	para sí	1	1corintios 11:29	1corintios 11:29	expanded
ἑαυτῷ	iglesia	1	1corintios 14:28	1corintios 14:28	direct
ἑδραῖος	alguna	1	1corintios 7:37	1corintios 7:37	direct
ἑκάστη	cada una	1	1cor 7:2	1cor 7:2	expanded
ἑκάστῳ	esto	1	1corintios 7:17	1corintios 7:17	direct
ἑκὼν	hago esto voluntariamente	1	1corintios 9:17	1corintios 9:17	expanded
ἑνὶ	fuimos	1	1corintios 12:13	1corintios 12:13	direct
